total_buses,total_trips,total_distance,total_idle_time,avg_idle_time,max_idle_time,overlaps,buses_with_zero_overlaps,avg_utilization,std_trips_per_bus,efficiency_score,fitness_score,filename,file_path,buses,generation,timestamp
600,5438,112014.52711749746,7548.483333333334,2.032987700870814,153.15,1087,599,1.1347160146805022,44.34022991470488,14.837376568926013,0.4052819841736578,schedule_buses600_gen14_20250331_234451.csv,optimized_schedules\schedule_buses600_gen14_20250331_234451.csv,600,14,2025-03-31
600,5438,112014.52711749746,7548.483333333334,2.032987700870814,153.15,1087,599,1.1347160146805022,44.34022991470488,14.837376568926013,0.4052819841736578,schedule_buses600_gen15_20250331_234636.csv,optimized_schedules\schedule_buses600_gen15_20250331_234636.csv,600,15,2025-03-31
600,5438,112014.52711749748,266933.5833333333,55.17436612925452,153.15,0,600,0.5561818691898097,0.86177465474192,0.41963287678472094,0.5135498321855623,schedule_buses600_gen1_20250331_232200.csv,optimized_schedules\schedule_buses600_gen1_20250331_232200.csv,600,1,2025-03-31
600,5438,112014.52711749746,7548.483333333334,2.032987700870814,153.15,1087,599,1.1347160146805022,44.34022991470488,14.837376568926013,0.4052819841736578,schedule_buses600_gen2_20250331_232406.csv,optimized_schedules\schedule_buses600_gen2_20250331_232406.csv,600,2,2025-03-31
600,5438,112014.52711749746,7548.483333333334,2.032987700870814,153.15,1087,599,1.1347160146805022,44.34022991470488,14.837376568926013,0.4052819841736578,schedule_buses600_gen3_20250331_232559.csv,optimized_schedules\schedule_buses600_gen3_20250331_232559.csv,600,3,2025-03-31
600,5438,112014.52711749746,7548.483333333334,2.032987700870814,153.15,1087,599,1.1347160146805022,44.34022991470488,14.837376568926013,0.4052819841736578,schedule_buses600_gen4_20250331_232735.csv,optimized_schedules\schedule_buses600_gen4_20250331_232735.csv,600,4,2025-03-31
600,5438,112014.52711749746,7548.483333333334,2.032987700870814,153.15,1087,599,1.1347160146805022,44.34022991470488,14.837376568926013,0.4052819841736578,schedule_buses600_gen5_20250331_232932.csv,optimized_schedules\schedule_buses600_gen5_20250331_232932.csv,600,5,2025-03-31
600,5438,112014.52711749746,7548.483333333334,2.032987700870814,153.15,1087,599,1.1347160146805022,44.34022991470488,14.837376568926013,0.4052819841736578,schedule_buses600_gen6_20250331_233118.csv,optimized_schedules\schedule_buses600_gen6_20250331_233118.csv,600,6,2025-03-31
600,5438,112014.52711749746,7548.483333333334,2.032987700870814,153.15,1087,599,1.1347160146805022,44.34022991470488,14.837376568926013,0.4052819841736578,schedule_buses600_gen7_20250331_233253.csv,optimized_schedules\schedule_buses600_gen7_20250331_233253.csv,600,7,2025-03-31
600,5438,112014.52711749746,7548.483333333334,2.032987700870814,153.15,1087,599,1.1347160146805022,44.34022991470488,14.837376568926013,0.4052819841736578,schedule_buses600_gen8_20250331_233411.csv,optimized_schedules\schedule_buses600_gen8_20250331_233411.csv,600,8,2025-03-31
600,5438,112014.52711749746,7548.483333333334,2.032987700870814,153.15,1087,599,1.1347160146805022,44.34022991470488,14.837376568926013,0.4052819841736578,schedule_buses600_gen9_20250331_233553.csv,optimized_schedules\schedule_buses600_gen9_20250331_233553.csv,600,9,2025-03-31
800,5438,112014.52711749746,7629.683333333333,1.962871966383672,192.7,691,799,1.0756552314113146,24.493601077628416,14.679488353052365,0.4194894849219297,schedule_buses800_gen10_20250401_001118.csv,optimized_schedules\schedule_buses800_gen10_20250401_001118.csv,800,10,2025-04-01
800,5438,112014.52711749746,7629.683333333333,1.962871966383672,192.7,691,799,1.0756552314113146,24.493601077628416,14.679488353052365,0.4194894849219297,schedule_buses800_gen11_20250401_001348.csv,optimized_schedules\schedule_buses800_gen11_20250401_001348.csv,800,11,2025-04-01
800,5438,112014.52711749746,6269.266666666666,1.6149579254679718,192.7,696,799,1.0761307195047032,24.66691090813765,17.86439605718483,0.4174278779908063,schedule_buses800_gen12_20250401_001610.csv,optimized_schedules\schedule_buses800_gen12_20250401_001610.csv,800,12,2025-04-01
800,5438,112014.52711749748,4833.016666666666,1.2472301075268817,23.866666666666667,702,799,1.0765680596595377,24.876725945148007,23.172143341975268,0.41521019673034953,schedule_buses800_gen13_20250401_001828.csv,optimized_schedules\schedule_buses800_gen13_20250401_001828.csv,800,13,2025-04-01
800,5438,112014.52711749748,4833.016666666666,1.2472301075268817,23.866666666666667,702,799,1.0765680596595377,24.876725945148007,23.172143341975268,0.41521019673034953,schedule_buses800_gen14_20250401_002046.csv,optimized_schedules\schedule_buses800_gen14_20250401_002046.csv,800,14,2025-04-01
800,5438,112014.52711749748,4833.016666666666,1.2472301075268817,23.866666666666667,702,799,1.0765680596595377,24.876725945148007,23.172143341975268,0.41521019673034953,schedule_buses800_gen15_20250401_002240.csv,optimized_schedules\schedule_buses800_gen15_20250401_002240.csv,800,15,2025-04-01
800,5438,112014.52711749746,434188.1,93.61537300560586,192.7,0,800,0.43475012400723245,0.6196722924256013,0.25798558074695443,0.5530137595949658,schedule_buses800_gen1_20250331_234914.csv,optimized_schedules\schedule_buses800_gen1_20250331_234914.csv,800,1,2025-03-31
800,5438,112014.52711749746,29607.933333333334,7.67641517587071,192.7,725,799,1.0753428139311523,25.640865698138974,3.783132808482264,0.4491726811541347,schedule_buses800_gen2_20250331_235210.csv,optimized_schedules\schedule_buses800_gen2_20250331_235210.csv,800,2,2025-03-31
800,5438,112014.52711749746,17699.316666666666,4.568744622268112,192.7,705,799,1.0843960776986195,24.974817191523144,6.32839113711699,0.4342824866556406,schedule_buses800_gen3_20250331_235459.csv,optimized_schedules\schedule_buses800_gen3_20250331_235459.csv,800,3,2025-03-31
800,5438,112014.52711749746,8378.85,2.152839157245632,192.7,687,799,1.0744102579552859,24.320598137175825,13.367127945905649,0.4205810904607587,schedule_buses800_gen4_20250331_235720.csv,optimized_schedules\schedule_buses800_gen4_20250331_235720.csv,800,4,2025-03-31
800,5438,112014.52711749746,8378.85,2.152839157245632,192.7,687,799,1.0744102579552859,24.320598137175825,13.367127945905649,0.4205810904607587,schedule_buses800_gen5_20250331_235940.csv,optimized_schedules\schedule_buses800_gen5_20250331_235940.csv,800,5,2025-03-31
800,5438,112014.52711749746,8378.85,2.152839157245632,192.7,687,799,1.0744102579552859,24.320598137175825,13.367127945905649,0.4205810904607587,schedule_buses800_gen6_20250401_000206.csv,optimized_schedules\schedule_buses800_gen6_20250401_000206.csv,800,6,2025-04-01
800,5438,112014.52711749746,8378.85,2.152839157245632,192.7,687,799,1.0744102579552859,24.320598137175825,13.367127945905649,0.4205810904607587,schedule_buses800_gen7_20250401_000423.csv,optimized_schedules\schedule_buses800_gen7_20250401_000423.csv,800,7,2025-04-01
800,5438,112014.52711749746,7629.683333333333,1.962871966383672,192.7,691,799,1.0756552314113146,24.493601077628416,14.679488353052365,0.4194894849219297,schedule_buses800_gen8_20250401_000636.csv,optimized_schedules\schedule_buses800_gen8_20250401_000636.csv,800,8,2025-04-01
800,5438,112014.52711749746,7629.683333333333,1.962871966383672,192.7,691,799,1.0756552314113146,24.493601077628416,14.679488353052365,0.4194894849219297,schedule_buses800_gen9_20250401_000908.csv,optimized_schedules\schedule_buses800_gen9_20250401_000908.csv,800,9,2025-04-01
